Bank,IntChk2.5k,IntChk5k,MM2.5k,MM10k,MM25k,MM50k,MM100k,MM250k,Savings1k,Savings2.5k,3MoCD,6MoCD,9MoCD,1YrCD,18MoCD,2YrCD,30MoCD,3YrCD,4YrCD,5YrCD,36MoNAuto25k,48MoNAuto25k,60MoNAuto25k,72MoNAuto25k,36MoUAuto15k,48MoUAuto15k,60MoUAuto15k,72MoUAuto15k,36MoFixedUnsecLoan5k,60MoNRV25k,60MoNBoat25k,PlatCC,RwrdsCC,InterestIncomeoverAvgAssets,InterestExpenseoverAverageAssets,NetInterestIncomeoverAvgAssets,NetInterestMargin,YieldoverCostSpread,YieldonSecurities&OtherAssets,YieldonDebtandEquitySecurities,YieldonOtherAssets,AssetweightedSecurities&OtherYield,AssetweightedLoanYield,AssetweightedSecuritiesYield,AssetweightedOtherAssetYield,YieldonEarningAssets,YieldonLoansandLeases,NoninterestIncomeoverAverageAssets,GrossLoansoverAssets,LoansoverDeposits,OperatingExpenseoverOperatingRevenue,RiskBasedCapitalRatio,EquityoverAssets,ReservesoverNPAs,NetChargeoffsoverAvgLoans,LiquidityRatio,LiquidAssetsoverAssets,OneYearGapoverAssets,EarningAssetsoverIBL,CostofFunds,CostofInterestbearingLiabilities,CostofIntbearingDeposits,CostofBorrowings,CostofTimeDeposits$250K,CostofOtherTimeDeposits,LiabweighCostofIntbearDep,LiabilitywtdBorrowingCost,AssetGrowthRate,DepositGrowthRate,ChangeinAssets,ChangeinDeposits,ROAA
Bank56,0.5,0.5,1.25,1.25,1.25,1.25,1.25,1.25,0.1,0.1,1.6,1.6,0.05,1.85,1.9,2.1,,2.15,2.2,2.4,,,,,,,,,,,,10.99,16.99,3.05,0.75,2.3,2.38,2.31,2.5,3.28,1.85,0.56,2.59,0.34,0.23,3.16,3.35,0.14,73.93,81.65,61.79,14.66,8.68,,0,21.46,19.6,42.72,109.61,0.82,0.85,0.85,6.57,1.35,1.29,0.85,0,10.11,10.16,2.53,2.54,0.67
Bank57,0.2,0.2,0.15,0.2,0.3,0.3,0.35,0.35,0.25,0.25,0.4,0.5,,0.6,0.65,1,,,1.25,1.5,5.2,5.2,5.2,,6,6,,,,7.71,7.58,,,4.37,0.38,3.99,4.97,5,2.7,2.31,4.6,0.3,5.15,0.21,0.09,5.45,5.79,0.92,82.09,100.97,50.2,12.26,8.6,375.47,0.21,11.06,10.11,3.49,115.67,0.41,0.45,0.25,3.31,2.25,1.6,0.23,0.22,9.67,-13.5,2.42,-3.38,1.81
Bank58,0.1,0.1,0.2,0.2,0.25,0.4,0.5,0.6,0.1,0.1,,0.3,,0.7,0.85,1,1.1,1.35,1.6,2,5.07,5.07,5.07,,5.07,5.07,5.07,,,,,,,3.8,0.78,3.02,3.38,3.29,2.13,1.44,10.4,0.34,3.91,0.21,0.13,4.26,4.66,0.08,74.07,90.25,86.67,28.4,13.88,103.13,0,19.85,17.09,-15.55,117.3,0.91,0.97,0.92,1.6,1.68,1.17,0.85,0.11,8.33,30.74,2.08,7.69,0.29
Bank59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,1.86,1.47,1.5,1.21,2.48,2.72,0.28,0.85,2.55,0.84,0.01,3.4,3.89,0.06,63.69,75.97,77.81,34.37,14.61,112.61,0.07,38.74,33.08,3.99,114.94,2.19,2.19,2.19,2.13,3.69,2.63,2.15,0.04,-2,3.14,-0.5,0.79,0.23
Bank60,0.05,0.05,0.15,0.25,0.25,0.36,0.51,0.51,0.15,0.15,0.41,0.46,0.46,0.61,0.76,1.73,1.73,1.33,1.64,2,3.4,3.95,4.45,4.95,3.7,4.2,4.7,5.2,11,5.25,5.25,,,3.89,0.79,3.1,3.61,3.64,5.23,7.4,1.07,0.45,4.09,0.42,0.03,4.53,4.47,0.19,79.63,96.33,77,19.06,10.95,44.16,0,21.35,19.01,10.95,109.75,0.88,0.9,0.89,1.11,2.49,1.37,0.84,0.06,-0.9,-14.13,-0.22,-3.53,0.68
Bank61,0.06,0.06,0.05,0.1,0.15,0.15,0.2,0.25,0.06,0.06,0.1,0.11,,0.3,,0.4,,0.5,0.6,1.05,4.49,4.49,4.49,4.99,5.49,5.49,5.49,,9.25,5.49,5.49,11.24,17.24,3.24,0.29,2.95,3.09,3,2.12,2.09,2.71,0.54,2.86,0.5,0.04,3.39,3.83,0.99,70.51,82.65,58.26,15.04,8.94,313.33,0.06,7.79,7.09,5.57,128.69,0.32,0.39,0.29,1.4,1.32,0.63,0.26,0.13,9.6,29.6,2.4,7.4,1.23
Bank62,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.1,,0.25,0.35,0.45,,0.5,0.65,0.85,3.5,3.5,3.5,3.75,4.75,4.75,4.75,,10,8,7,,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank63,0.05,0.05,0.1,0.1,0.15,0.2,0.3,0.3,0.1,0.1,0.1,0.15,0.15,0.6,1,0.7,0.85,1,1,2.25,,,,,,,,,,,,,,3.62,0.48,3.14,3.38,3.33,2.19,2.24,1.65,0.53,3.37,0.49,0.04,3.89,4.43,0.47,70.77,80.39,92.38,11.44,8.31,56.15,-0.04,24.64,22.59,3.4,108.05,0.53,0.56,0.51,2.8,1.13,0.97,0.5,0.06,3.61,4.94,0.9,1.23,0.29
Bank64,0.1,0.1,0.2,0.2,0.25,0.3,0.3,0.3,0.1,0.1,,0.9,,1.2,1.35,1.6,,1.75,1.8,2,2.49,2.99,3.49,3.99,2.87,3.37,3.87,4.37,12,,6.75,,,3.39,0.8,2.59,2.63,2.49,2.1,2.2,1.57,0.48,2.96,0.42,0.06,3.44,3.83,0.07,77.56,91.42,76.29,30.59,14.61,14.55,0.01,24.71,21.1,-13.84,117.01,0.94,0.95,0.95,,1.15,1.47,0.95,,-2.09,-2.11,-0.52,-0.53,0.38
Bank65,0.15,0.15,0.25,0.35,0.35,0.35,0.4,0.4,0.15,0.15,,0.5,,0.55,,0.7,,0.9,1.1,1.25,3.24,3.24,3.49,4.24,3.74,3.74,3.99,,10.2,5.24,4.99,,13.65,3.41,0.27,3.14,3.43,3.4,1.61,1.63,1.51,0.5,3.22,0.42,0.08,3.72,4.68,2.37,61.6,71.72,71.04,13.18,9.3,70.32,0.26,28.14,25.53,23.81,118.16,0.28,0.32,0.18,2.46,0.61,0.52,0.17,0.15,12.57,14.27,3.14,3.57,1.08
Bank66,0.05,0.05,0.2,0.2,0.2,0.24,0.32,0.32,0.15,0.15,0.3,0.65,,1.21,1.31,1.36,1.56,1.71,1.92,2.22,2.99,2.99,2.99,,2.99,2.99,2.99,,10.99,,,,10.4,4.25,0.57,3.68,3.91,3.74,2.1,1.94,3.36,0.34,4.17,0.28,0.06,4.51,4.99,0.67,78.24,101.36,72.23,13.29,8.68,171.79,0.01,9.87,9.02,3.2,108.93,0.73,0.77,0.49,1.83,1.05,1.16,0.39,0.38,3.02,27.89,0.76,6.97,0.89
Bank67,0.04,0.04,0.04,0.05,0.09,0.1,0.11,0.11,0.04,0.04,0.1,0.1,0.1,0.11,0.1,0.12,1.05,0.14,0.15,0.38,5.58,5.73,5.89,6.57,5.58,5.74,5.89,,11.24,6.43,6.53,11.49,13.49,3.25,0.64,2.61,2.86,2.67,2.28,2.28,2.15,0.57,3,0.54,0.03,3.56,3.99,1.12,68.69,96.2,70.23,13.45,11.13,83.74,0.17,15.06,13.39,25.24,126.57,0.72,0.89,0.72,1.59,1.38,0.9,0.58,0.31,37.83,18.25,9.46,4.56,0.86
Bank68,0.2,0.2,0.05,0.18,0.19,0.24,0.29,0.29,0.18,0.18,0.1,0.27,0.27,0.31,0.39,0.48,0.56,0.66,0.75,1.15,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,,5.5,5.5,,9.5,3.55,0.66,2.9,3.04,2.83,1.7,1.84,1.41,0.28,3.45,0.2,0.07,3.73,4.12,1.59,81.1,98.31,80.1,12.57,8,83.49,0.03,10.61,9.73,-41.68,129.11,0.73,0.91,0.73,2.45,0.84,1.61,0.66,0.25,-1.63,-5.66,-0.41,-1.42,0.66
Bank69,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.25,0.35,0.4,0.6,0.79,,1,,1.5,2.99,3.49,3.99,4.25,3.99,4.49,4.99,,11.99,7.5,7.5,,,3.24,0.49,2.75,2.91,2.78,2.88,3.02,2.03,0.8,2.63,0.72,0.08,3.43,3.63,0.9,67.27,83.91,82.8,22.4,13.07,511.13,0,32.68,28.4,-7.69,126.42,0.56,0.65,0.55,1.72,1.55,1.08,0.5,0.14,-0.18,5,-0.05,1.25,0.56
Bank70,0.05,0.05,0.2,0.2,0.3,0.3,0.45,0.45,0.2,0.2,0.05,0.05,,0.3,0.4,0.5,,0.65,0.7,1,,,,,,,,,,,,,,3.42,0.43,2.99,3.02,2.83,2.03,2.49,1.01,0.95,2.51,0.8,0.15,3.46,4.72,0.4,53.53,60.39,61.69,18.28,10.25,138.77,0.02,26.84,24.09,11.16,143.15,0.47,0.63,0.61,2.52,1.1,1.25,0.6,0.03,-10.77,-10.77,-2.69,-2.69,1.04
Bank71,0.1,0.1,0.1,0.1,0.1,0.15,0.2,0.2,0.05,0.1,0.1,1.25,0.15,1.95,0.3,0.4,0.55,0.65,0.75,1.35,,,,,,,,,,,,,,4.44,0.77,3.67,3.8,3.69,2.34,2.26,2.59,0.24,4.36,0.17,0.07,4.6,4.85,0.32,86.3,120.48,82.38,15.77,9.04,47.29,0.11,9.6,8.74,-22.15,112.74,0.86,0.91,0.77,1.43,1.53,1.39,0.61,0.3,4.9,2.01,1.22,0.5,0.56
Bank72,0.07,0.07,0.1,0.1,0.12,0.2,0.25,0.3,0.1,0.1,0.15,0.3,,0.5,0.55,0.65,,0.85,,1.35,3.9,3.9,3.9,,4.25,4.25,,,7.5,5.25,5.25,,,4.39,0.25,4.14,4.43,4.24,1.86,1.93,1.58,0.34,4.36,0.27,0.06,4.69,5.33,1.39,74.43,88.35,60.26,18.57,13.28,91.38,0.17,14.16,12.28,-20.04,172.98,0.29,0.45,0.44,0.98,0.96,0.92,0.43,0.02,11.57,8.8,2.89,2.2,1.66
Bank73,0.15,0.15,0.3,0.5,0.5,0.5,1.05,1.05,0.15,0.15,0.15,0.5,,0.85,0.95,1.15,,,,,,,,,,,,,,,,,,5.39,0.75,4.64,4.8,4.68,1.95,3.48,1.68,0.39,5.19,0.1,0.28,5.57,6.46,1.23,79.94,100.81,85.64,22.08,12.05,,0,18.4,16.18,1.73,114.46,0.85,0.89,0.83,1.45,1.61,0.61,0.75,0.13,-40.8,-49.09,-10.2,-12.27,0.67
Bank74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,1.22,2,1.98,1.8,2.76,2.85,2.2,0.93,2.25,0.83,0.1,3.19,3.41,0.93,64.55,91.28,96.98,19.99,10.16,269.89,0.02,15.27,13.72,-21.68,115.45,1.38,1.39,1.26,1.96,1.51,1.48,1.02,0.38,13.69,16.96,3.42,4.24,0
Bank75,0.05,0.05,0.2,0.2,0.2,0.24,0.32,0.32,0.15,0.15,0.3,0.65,,1.21,1.31,1.36,1.56,1.71,1.92,2.22,2.99,2.99,2.99,,2.99,2.99,2.99,,10.99,,,,10.4,4.25,0.48,3.77,3.98,3.92,2.02,1.94,2.51,0.34,4.15,0.28,0.06,4.49,4.99,0.67,78.43,101.2,70.65,12.85,9.99,171.79,0.01,9.83,8.85,2.95,110.81,0.54,0.57,0.41,1.43,1.23,1.12,0.35,0.23,3.22,27.68,0.8,6.92,0.97
Bank76,,,0.05,0.15,0.15,0.15,0.2,0.2,0.05,0.05,0.2,0.3,,0.5,0.5,0.75,,0.9,1,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank77,0.05,0.05,0.05,0.1,0.15,0.2,0.3,0.3,0.05,0.05,0.05,0.2,0.25,0.3,0.4,0.65,,1,1.4,1.65,2.6,2.6,2.6,3.25,3.6,3.6,3.6,3.85,9.35,4.9,4.9,11.49,13.49,2.83,0.49,2.34,2.48,2.39,1.92,1.93,1.33,0.95,2.05,0.93,0.02,3,4.06,1.27,48.93,58.09,77.15,18.49,10.69,298.24,0,23.32,20.83,3.64,127.01,0.52,0.61,0.57,1.42,1.05,1.47,0.54,0.07,-8.71,-9.82,-2.18,-2.46,0.64
Bank78,0.2,0.2,0.6,0.65,0.7,0.8,0.85,0.5,0.25,0.25,0.55,0.6,0.65,0.7,0.75,0.9,0.9,1.15,1.4,1.55,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,,3.45,3.45,11.49,13.49,3.77,0.42,3.35,3.6,3.28,1.58,1.71,1.53,0.45,3.6,0.11,0.34,4.05,5.04,1.61,65.53,74.34,59.2,15.49,11,107.21,0.03,27.63,24.59,47.45,172.33,0.47,0.77,0.72,5.71,1.18,1.01,0.71,0.06,20.02,18.61,5,4.65,1.58
Bank79,0.05,0.05,0.11,0.11,0.11,0.11,0.21,0.21,0.05,0.05,0.15,0.21,,0.31,1.21,1.31,,1.61,2,2.11,7.29,7.29,7.29,7.29,8.29,8.29,8.29,,12.39,8.29,8.29,,,5.5,0.6,4.9,5.3,5.11,2.27,2.67,2.04,0.22,5.74,0.09,0.13,5.96,6.35,1.1,80.57,96.09,71.24,10.83,6.92,76.56,0.39,9.94,9.25,38.71,127.63,0.66,0.84,0.61,3.13,1.24,1.28,0.55,0.29,3.7,2.1,0.92,0.53,1.09
Bank80,0.01,0.01,0.1,0.15,0.2,0.2,0.2,0.2,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.12,3.08,3.51,3.23,2.44,2.78,1.62,1.24,2.41,1,0.24,3.66,4.91,2.63,47.3,52.25,67.56,18.75,7.55,6.38,0.11,31.32,28.95,56.25,491.76,0.12,0.43,0.36,2.75,,,0.35,0.08,-28.81,-28.7,-7.2,-7.17,1.28
Bank81,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.1,0.1,,0.25,,0.5,,0.65,0.75,1,3.25,3.25,3.25,3.25,3.5,3.5,3.5,,6.25,5,5,10.99,16.99,3.82,0.39,3.43,3.71,3.57,1.79,2.05,0.42,0.43,3.71,0.42,0.02,4.14,4.88,1.88,68.99,86.15,72.42,12.61,8.23,31.52,0.63,9.54,8.76,15.41,130.45,0.43,0.57,0.34,1.59,0.96,0.54,0.28,0.29,12.25,22.63,3.06,5.66,1.05
Bank82,0.01,0.05,0.17,0.17,0.21,0.25,0.27,0.3,0.1,0.1,0.05,0.09,0.1,0.77,0.92,0.98,1.04,1.86,1.98,2.07,5.64,5.69,5.76,5.8,6.36,6.36,6.4,,14.81,7.79,7.79,11.49,13.49,4.14,0.51,3.63,3.92,3.9,2.46,2.21,,0.39,4.08,0.35,0.04,4.47,4.85,0.85,75.43,94.59,73.06,11.54,9.28,102.54,-0.17,9.93,9.01,1.82,134.78,0.46,0.58,0.36,1.83,1.38,0.84,0.31,0.27,12.94,27.61,3.24,6.9,1.14
Bank83,0.05,0.05,,0.1,0.15,0.2,0.2,0.2,0.05,0.05,0.25,0.3,,0.4,0.5,0.7,0.8,0.95,1.06,1.46,4.92,4.88,4.79,,4.92,4.88,4.79,,9.94,6.29,6.29,11.49,13.49,3.31,0.47,2.83,3.08,3.04,2.12,2.05,47.92,0.51,3.08,0.49,0.02,3.59,4.07,1.3,70.53,91.77,78.71,15.49,10.52,193.8,0.01,10.08,9.02,4.04,107.94,0.53,0.56,0.41,1.28,1.14,0.92,0.34,0.22,3.84,22.7,0.96,5.67,0.59
Bank84,0.05,0.05,,0.1,0.15,0.2,0.2,0.2,0.05,0.05,0.25,0.3,,0.4,0.5,0.7,0.8,0.95,1.06,1.46,4.92,4.88,4.79,,4.92,4.88,4.79,,9.94,6.29,6.29,11.49,13.49,3.31,0.47,2.83,3.05,2.99,2.04,2.05,1.82,0.51,3.05,0.49,0.02,3.56,4.07,1.3,70.58,91.77,77.57,15.42,10.48,193.8,0.01,10.07,9.02,4.04,107.94,0.53,0.57,0.41,1.38,1.3,0.88,0.34,0.22,3.86,22.7,0.97,5.67,0.64
Bank85,0.16,0.18,0.1,0.38,0.38,0.43,0.5,0.5,0.15,0.15,0.15,0.38,,0.93,1.05,1.31,,1.38,1.55,1.7,8.99,8.99,8.99,,9.25,9.25,,,,10.25,10.25,10.24,15.24,4.82,0.78,4.04,4.34,4.1,2.04,2.22,1.73,0.27,4.91,0.19,0.09,5.18,5.67,4.17,81.19,112,92.74,17.34,12.51,54.82,0.02,11.37,9.95,-4.97,127.21,0.92,1.08,0.99,1.45,2.28,1.1,0.8,0.28,5.88,7.74,1.47,1.93,0.44
Bank86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,0.48,3.24,3.49,3.23,2.16,2.27,1.26,0.7,3.3,0.66,0.04,4,4.88,1.45,62.19,72.38,82.55,19.55,9.08,434.3,0,18.71,17.01,4.2,151.56,0.53,0.78,0.32,6.26,0.48,0.72,0.3,0.48,8.28,13.06,2.07,3.26,0.8
Bank87,0.1,0.1,0.5,0.75,0.75,1,1.16,1.16,0.1,0.1,,1.25,,1.8,,2.1,,2.45,2.6,3,4,4,4,4,4,4,4,,12,4,4,,9.74,4.32,0.68,3.65,3.9,3.62,2.36,2.61,1.96,0.38,4.24,0.26,0.12,4.62,5.06,0.74,82.51,95.74,49.29,10.91,9.5,49.15,0,6.35,5.75,8.17,139.53,0.75,1.01,0.88,1.98,1.28,1.13,0.78,0.22,-11.36,-10.19,-2.84,-2.55,1.58
Bank88,0.05,0.05,0.2,0.2,0.35,0.35,0.45,0.5,0.15,0.15,0.35,0.5,,0.7,0.75,0.9,1,1.2,1.3,1.56,4.91,4.92,4.93,6.25,5.05,5.06,5.3,,10.9,5.78,5.78,,14.49,3.79,0.56,3.23,3.38,3.16,2.28,2.4,1.7,0.66,3.31,0.58,0.08,3.97,4.66,0.49,67.27,79.09,73.23,12.75,7.92,467.46,0.01,21.03,19.37,-2.27,134.43,0.62,0.81,0.65,2.3,1.39,0.78,0.59,0.21,3.09,7.83,0.77,1.96,0.87
Bank89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.69,3.24,3.43,3.34,2.65,2.91,1.65,0.67,3.49,0.58,0.09,4.16,4.66,0.72,71.06,93.41,61.54,14.27,11.03,44.22,0.14,21.02,18.7,26.37,161.35,0.61,0.82,0.68,1.7,1.34,1.25,0.59,0.23,-0.95,4.15,-0.24,1.04,0.99
Bank90,0.01,0.01,,,,,,,0.03,0.03,0.03,0.03,0.03,0.07,0.07,0.1,0.1,0.6,0.71,0.86,2.89,2.89,2.89,,3.19,3.19,3.19,,,,,13.24,14.24,2.71,0.68,2.02,2.26,1.87,1.87,2.56,1.44,0.99,2.04,0.52,0.47,3.03,4.33,1.96,41.97,73.55,59.48,14.77,11.43,69.72,0.37,53.03,46.97,30.05,151.76,0.88,1.16,0.35,2.54,0.51,0.74,0.22,0.94,8.29,5.78,2.07,1.44,1.19
Bank91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,0.79,2.94,3.09,2.9,1.34,1.58,0,0.17,3.75,0.17,0,3.92,4.3,0.46,82.5,118.67,74.28,18.75,10.26,118.29,0.06,13.18,11.83,-8.83,123.26,0.89,1.02,0.73,1.86,1.4,1.22,0.54,0.48,-2.7,8.4,-0.67,2.1,0.72
Bank92,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.25,0.15,0.15,0.3,0.3,,0.4,,1.26,,1.36,,,4,4,4.5,,5,5,,,12,,,,,3.86,0.35,3.51,3.62,3.55,1.95,2.16,1.64,0.36,3.62,0.24,0.12,3.98,4.44,0.62,74.46,90.96,82.9,,9.56,443.87,-0.08,21.8,19.71,27.59,121.89,0.38,0.43,0.33,1.4,0.79,0.65,0.3,0.13,22.11,27.21,5.53,6.8,0.52
Bank93,0.04,0.04,0.15,0.15,0.15,0.15,0.2,0.2,0.05,0.05,0.15,0.15,0.15,0.22,0.36,0.4,0.45,0.7,0.85,1.21,4.5,4.5,4.5,4.74,4.5,4.5,4.5,,14.3,7.75,8.86,11.49,13.49,4.01,0.38,3.63,3.84,3.66,2.42,2.52,1.57,0.61,3.63,0.57,0.04,4.24,4.86,0.3,72.43,86.02,64.91,15.52,10.25,106.71,-0.17,20.39,18.3,5.58,146.36,0.42,0.58,0.41,2.76,1.36,0.95,0.38,0.2,-7.51,-19.58,-1.88,-4.9,1.04
Bank94,0.05,0.05,0.1,0.1,0.35,0.35,0.35,0.35,0.2,0.2,,0.25,0.25,0.3,0.25,0.25,0.35,1.1,0.5,2,3.99,3.99,3.99,,6,6,6,,11.45,,,,,3.58,0.37,3.22,3.28,3.21,2.35,2.44,1.63,0.88,2.77,0.82,0.07,3.65,4.44,0.63,58.94,65.54,56.14,15.68,7.67,243.24,0.04,7.77,7.18,24.92,118.71,0.4,0.44,0.42,1.05,0.92,0.84,0.41,0.03,43.03,57.23,10.76,14.31,1.24
Bank95,0.03,0.03,0.03,0.05,0.06,0.06,0.07,0.07,0.02,0.02,0.05,0.08,0.08,0.2,,0.3,,0.45,0.7,1.2,,,,,,,,,6,,,,15.23,3.15,0.31,2.83,2.97,2.81,2.17,2.2,1.46,0.85,2.45,0.83,0.03,3.3,4.03,1.02,58.01,66.46,57.6,14.58,7.24,158.85,0.14,25.55,23.7,7.01,149.46,0.34,0.49,0.3,2.87,1.15,0.93,0.28,0.21,1.1,1.97,0.27,0.49,1.27
Bank96,0.2,0.2,0.1,0.2,0.25,0.25,0.25,0.25,0.15,0.15,0.3,0.55,,1.06,1.5,1.5,,1.7,2,2.15,5.75,5.99,5.99,,6.75,,,,,,,,,3.76,1.26,2.5,2.54,2.29,3.1,3.64,1.61,0.48,3.34,0.41,0.07,3.82,3.95,0.08,81.01,95.87,66.53,9.6,7.62,35.58,0.06,13.47,12.45,20.37,121.67,1.37,1.53,1.42,2.54,1.95,1.69,1.28,0.24,24.13,26.21,6.03,6.55,0.93
Bank97,,,0.1,0.12,0.16,0.2,0.2,0.2,0.1,0.1,0.15,0.2,,0.5,0.75,0.85,,1.45,0.75,1,4.17,4.17,4.17,,4.71,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank98,0.01,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.01,0.01,0.05,0.05,,0.1,0.15,0.15,,0.35,,0.7,8.51,8.51,8.51,8.51,9.52,9.52,9.52,,,,,11.49,13.49,3.68,0.09,3.59,3.82,3.79,2.36,2.37,2.29,0.65,3.27,0.55,0.1,3.92,4.51,0.33,66.6,76.45,65.68,15.1,11.89,95.31,0,28.34,24.97,16.62,209.72,0.08,0.12,0.1,7.92,0.38,0.42,0.1,0.02,6.79,7.07,1.7,1.77,1.04
Bank99,0.08,0.08,0.03,0.03,0.05,0.1,0.1,0.1,0.03,0.03,,0.1,,0.2,,0.35,,0.5,0.75,1,4.47,4.47,4.47,5.39,4.92,4.92,4.92,,13.46,7.1,7.1,11.49,13.49,3.68,0.27,3.4,3.66,3.56,2.3,2.26,2.89,0.38,3.58,0.35,0.03,3.95,4.28,0.82,79.02,97.23,77.51,11.78,9.8,161.66,0.03,9.43,8.51,-2.71,133.08,0.31,0.39,0.32,0.97,1.05,0.66,0.29,0.11,3.02,1.83,0.76,0.46,0.65
Bank100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,0.52,1.03,1.21,1.02,1.57,1.99,1.16,1.27,0.55,0.78,0.49,1.81,2.87,3.69,16.22,25.05,63.62,13.45,11.17,124.8,0,52.33,46.43,6.71,141.29,0.59,0.79,0.3,1.8,0.63,0,0.2,0.6,1.98,-4.09,0.49,-1.02,1.31
Bank101,0.1,0.1,,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.3,0.4,0.5,0.6,0.75,0.85,,1.1,1.35,1.8,,,,,,,,,,,,,,4.72,0.84,3.88,4.1,3.95,1.55,3.2,1.49,0.17,4.82,0.01,0.15,4.99,5.4,0.52,84.43,102.73,61.95,13.62,9.22,399.82,0,12.37,11.23,16.13,116.93,0.94,1.04,0.97,1.6,1.21,1.3,0.87,0.17,8.74,14.61,2.18,3.65,1.16
Bank102,0.04,0.04,0.04,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.2,0.25,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.95,5,5,5.5,,5,5,5.5,,,6,6,14.49,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank103,0.05,0.05,,,,,,0.3,0.05,0.05,0.1,0.2,0.15,0.3,0.45,0.5,0.7,0.75,1,1.15,4.5,4.5,4.5,,4.75,4.75,,,8,5.75,7.25,,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank104,,,0.1,0.1,0.1,0.15,0.15,0.15,0.05,0.05,0.15,0.25,1.45,0.4,0.5,2,0.65,0.8,1.15,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.77,3.53,3.69,3.56,2,2,2.01,0.23,4.27,0.18,0.05,4.5,4.83,0.39,84.23,98.51,86.08,12.7,8.36,30.86,0.18,14.16,12.98,18.5,116.41,0.84,0.95,0.85,2.11,2.03,1.56,0.79,0.16,5.3,6.51,1.33,1.63,0.33
Bank106,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.05,0.05,0.1,0.15,,0.2,,0.35,,0.5,0.7,,,,5.5,6.25,,,6.75,,6.5,,,10.24,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,0.14,4.8,5.11,5.05,1.61,3.57,1.5,0.26,5,0.03,0.23,5.25,5.96,1.33,79.19,90.51,91.13,18.54,11.54,13.55,0.39,16.46,14.56,19.03,138.22,0.16,0.21,0.21,,0,0.22,0.21,,-6.36,-7.09,-1.59,-1.77,0.24
Bank108,0.1,0.1,0.15,0.15,0.15,0.2,0.35,0.5,0.25,0.25,0.15,0.5,,0.7,0.75,0.85,0.85,1.06,1.11,1.21,,,,,,,,,,,,,,4.75,0.43,4.32,4.5,4.39,1.94,2.31,1.65,0.27,4.69,0.14,0.13,4.96,5.44,7.21,83.66,105.01,83.76,14.25,9.52,367.14,-0.09,12.49,11.3,36.42,132.31,0.48,0.57,0.5,1.09,1.1,0.73,0.44,0.13,1.67,-2.75,0.42,-0.69,2.15
Bank109,0.05,0.05,0.1,0.1,0.15,0.15,0.2,0.2,0.05,0.05,0.05,0.15,0.15,0.25,0.25,0.35,0.35,1.33,1.33,1.34,4.48,4.5,4.53,4.57,4.5,4.52,4.55,4.51,12.42,6.27,6.27,,9.99,4.16,0.22,3.94,4.27,4.1,2.62,2.7,1.83,0.46,4.04,0.43,0.03,4.5,4.91,0.84,74.61,90.11,66.46,13.31,12.16,259.32,-0.06,18.53,16.28,19.08,169.89,0.25,0.4,0.27,2.31,0.74,0.73,0.25,0.15,22.7,17.58,5.67,4.39,1.14
